date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-06-11 11:51:25,narendramodi,,1804,6017,33160,"Let us be vocal about local. This approach can take Eastern and Northeastern India to new heights of prosperity.",,,,1271047381144842241,https://twitter.com/narendramodi/status/1271047381144842241
2020-06-11 11:50:55,narendramodi,,489,3298,17499,"Tech interventions that strike a balance between people, planet and profits...",,,,1271047256326590464,https://twitter.com/narendramodi/status/1271047256326590464
2020-06-11 11:50:27,narendramodi,,840,4226,24592,"People, Planet और Profit एक दूसरे से जुड़े हुए हैं। ये तीनों एक साथ फल-फूल सकते हैं और साथ-साथ बने रह सकते हैं।",,,,1271047137850097665,https://twitter.com/narendramodi/status/1271047137850097665
2020-06-11 11:50:16,narendramodi,,3036,8994,52808,"आत्मनिर्भर भारत अभियान का सीधा सा मतलब है कि भारत दूसरे देशों पर अपनी निर्भरता कम से कम करे। आत्मनिर्भर भारत अभियान के तहत जिन बड़े रिफॉर्म्स की घोषणा की गई है, उनको तेजी से जमीन पर उतारा जा रहा है।",,,,1271047092325122048,https://twitter.com/narendramodi/status/1271047092325122048
2020-06-11 11:50:03,narendramodi,,811,3862,19335,"कितने सारे काश, अनगिनत काश, हमेशा से हर भारतीय को झकझोरते रहे हैं। आत्मनिर्भर भारत ने हमें यह अवसर प्रदान किया है कि अब हम आगे की सोचें और एक समृद्ध भारत सुनिश्चित करें।",,,,1271047038268923904,https://twitter.com/narendramodi/status/1271047038268923904
2020-06-11 05:40:35,narendramodi,,1212,5194,25779,"Addressing the Indian Chamber of Commerce. Watch.",,,,1270954058686140416,https://twitter.com/narendramodi/status/1270954058686140416
2020-06-10 15:28:17,narendramodi,,2022,9250,66597,"Had an excellent conversation with my friend PM @netanyahu about how India-Israel can collaborate in the post-COVID world. Also congratulated him for assuming the Prime Ministerial office for a record 5th time! India-Israel partnership will grow ever stronger in the days to come.",,@netanyahu,,1270739572285194245,https://twitter.com/narendramodi/status/1270739572285194245
2020-06-10 13:59:26,narendramodi,,1061,5146,39332,"Discussed the COVID-19 pandemic with Prime Minister Hun Sen. India shares deep cultural and historical links with Cambodia - an important partner in our extended neighbourhood. I conveyed India's commitment to further strengthening its relationship with Cambodia in all areas.",,,,1270717212588773378,https://twitter.com/narendramodi/status/1270717212588773378
2020-06-10 12:03:20,narendramodi,,1969,8593,64377,"Over the last several years, the Lion population in Gujarat has been steadily rising. This is powered by community participation, emphasis on technology, wildlife healthcare, proper habitat management and steps to minimise human-lion conflict. Hope this positive trend continues!",,,,1270687993452355585,https://twitter.com/narendramodi/status/1270687993452355585
2020-06-10 12:02:38,narendramodi,,2141,11686,68029,"Two very good news: Population of the majestic Asiatic Lion, living in Gujarat’s Gir Forest, is up by almost 29%. Geographically, distribution area is up by 36%. Kudos to the people of Gujarat and all those whose efforts have led to this excellent feat. https://fed.gujarat.gov.in/writereaddata/Portal/News/292_1_0000.pdf",,,,1270687817862004736,https://twitter.com/narendramodi/status/1270687817862004736
2020-06-10 09:48:45,narendramodi,,398,2634,14189,"In addition to the redevelopment at Kedarnath, we discussed ways to develop other heritage centres from Ramban to Kedarnath. Development of centres such as Brahma Kamal Vatika were also discussed. These efforts will deepen our cultural connect and boost tourism.",,,,1270654125554860032,https://twitter.com/narendramodi/status/1270654125554860032
2020-06-10 09:48:44,narendramodi,,843,4591,27833,"Reviewed various aspects relating to the Kedarnath Reconstruction project. Emphasised on redevelopment that is eco-friendly and ensures convenience to pilgrims as well as tourists.",,,,1270654119636643845,https://twitter.com/narendramodi/status/1270654119636643845
2020-06-10 09:45:10,narendramodi,,424,3424,20351,"केदारनाथ में पुनर्विकास के अलावा रामबन से लेकर केदारनाथ तक अन्य हेरिटेज सेंटर विकसित करने पर भी चर्चा हुई । ब्रह्म कमल वाटिका समेत दूसरी जगहों के विकास पर भी विचार-विमर्श किया गया। इन प्रयासों से जहां हमारा सांस्कृतिक जुड़ाव गहरा होगा, वहीं पर्यटन को भी बढ़ावा मिलेगा।",,,,1270653224467349505,https://twitter.com/narendramodi/status/1270653224467349505
2020-06-10 09:45:09,narendramodi,,1231,6531,41320,"केदारनाथ के पुनर्निर्माण प्रोजेक्ट से जुड़े विभिन्न पहलुओं की समीक्षा की। यहां के पुनर्विकास में इस बात पर जोर है कि वो इको-फ्रेंडली हो और तीर्थयात्रियों के साथ ही पर्यटकों के लिए भी सुविधाजनक हो। http://nm-4.com/kkg9",,,,1270653217756438528,https://twitter.com/narendramodi/status/1270653217756438528
2020-06-09 14:27:20,narendramodi,,596,3400,29442,"India and the Philippines will cooperate to reduce the health and economic impact of the pandemic, and to give shape to our common vision for the Indo-Pacific region.",,,,1270361845270933504,https://twitter.com/narendramodi/status/1270361845270933504
2020-06-09 14:27:19,narendramodi,,1978,6692,60351,"Had a useful exchange with President Rodrigo Duterte about COVID-19 and other issues. I thanked him for taking care of the Indian community in the Philippines.",,,,1270361841600884736,https://twitter.com/narendramodi/status/1270361841600884736
2020-06-06 06:01:16,narendramodi,,2796,6755,62943,"Shri Ved Marwah Ji will be remembered for his rich contributions to public life. His unwavering courage always stood out during his career as an IPS officer. He was also a well respected public intellectual. Pained by his demise. Condolences to his family and admirers. Om Shanti.",,,,1269147325571588097,https://twitter.com/narendramodi/status/1269147325571588097
2020-06-05 14:28:30,narendramodi,,592,2726,23406,"Rwanda is, and will remain, an important pillar of India's relationship with Africa.",,,,1268912585790951424,https://twitter.com/narendramodi/status/1268912585790951424
2020-06-05 14:28:29,narendramodi,PaulKagame,1167,4854,38024,"Thank you, my friend President @PaulKagame. Rwanda has managed the COVID-19 crisis effectively under your leadership. India is honoured to support your efforts, not only for fighting the pandemic but also for advancing Rwanda's impressive development story.",,@PaulKagame,,1268912582267678720,https://twitter.com/narendramodi/status/1268912582267678720
2020-06-05 03:14:23,narendramodi,,6339,24260,158719,"Birthday greetings to UP’s dynamic and industrious CM, Shri @myogiadityanath Ji. Under his leadership the state is scaling new heights of progress across all sectors. There is a marked improvement in the lives of citizens. May Almighty bless him with a long and healthy life.",,@myogiadityanath,,1268742941029183488,https://twitter.com/narendramodi/status/1268742941029183488
2020-06-05 03:10:01,narendramodi,,1660,6648,38547,"On #WorldEnvironmentDay, we reiterate our pledge to preserve our planet’s rich biodiversity. Let us collectively do whatever possible to ensure the flora and fauna with whom we share the Earth thrive. May we leave an even better planet for the coming generations.",,,#WorldEnvironmentDay,1268741840687120384,https://twitter.com/narendramodi/status/1268741840687120384
2020-06-04 17:01:49,narendramodi,,1426,5070,35053,"Addressed #GVS2020. This is a commendable effort to bring together various stakeholders and work to eliminate COVID-19. @gavi is a symbol of global solidarity and it reminds us that by helping others we are also helping ourselves.",,@gavi,#GVS2020,1268588780463599617,https://twitter.com/narendramodi/status/1268588780463599617
2020-06-04 08:30:00,narendramodi,,1627,6119,55837,"Sad to hear of the demise of Shri Basu Chatterjee. His works are brilliant and sensitive. It touched people's hearts and represented the simple and complex emotions, as well as struggles of people. Condolences to his family and innumerable fans. Om Shanti.",,,,1268459977078738945,https://twitter.com/narendramodi/status/1268459977078738945
2020-06-04 06:54:45,narendramodi,,422,3638,27703,"With Comprehensive Strategic Partnership between India and Australia, we aspire to achieve yet new heights in our collaboration.",,,,1268436008200175617,https://twitter.com/narendramodi/status/1268436008200175617
2020-06-04 06:54:44,narendramodi,,1081,7231,52338,"A new model of India-Australia partnership, a new model of conducting business. Met my dear friend, PM @ScottMorrisonMP over India-Australia Virtual Summit. We had an outstanding discussion, covering the entire expanse of our relationship.",,@ScottMorrisonMP,,1268436005692026881,https://twitter.com/narendramodi/status/1268436005692026881
2020-06-04 05:33:19,narendramodi,,1013,6969,33582,"At the virtual summit with PM @ScottMorrisonMP.",,@ScottMorrisonMP,,1268415513354358785,https://twitter.com/narendramodi/status/1268415513354358785
2020-06-04 05:04:30,narendramodi,ScottMorrisonMP,601,4351,29200,"Glad to be joining the first India-Australia Virtual Summit with you, PM @ScottMorrisonMP. India-Australia ties have always been close. As vibrant democracies, from Commonwealth to Cricket to even Cuisine, our people-to-people relations are strong and the future is bright!",,@ScottMorrisonMP,,1268408264389275649,https://twitter.com/narendramodi/status/1268408264389275649
2020-06-03 13:06:17,narendramodi,,304,2484,21784,"I also thanked him for taking care of the safety and security of the Indian community in Mozambique.",,,,1268167118089891840,https://twitter.com/narendramodi/status/1268167118089891840
2020-06-03 13:06:16,narendramodi,,989,5247,46135,"Had an excellent talk with H.E. Filipe Nyusi, President of Mozambique on COVID-19 situation. I assured him of India’s continued support to Mozambique, including medical assistance to combat COVID-19.",,,,1268167115980210178,https://twitter.com/narendramodi/status/1268167115980210178
2020-06-03 13:05:00,narendramodi,,180,1778,9323,"Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services Ordinance, 2020 approved by the Cabinet will ensure our farmers get greater freedom to engage with processors, wholesalers, large retailers, exporters while also protecting farmers’ interests.",,,,1268166795992551430,https://twitter.com/narendramodi/status/1268166795992551430
2020-06-03 13:04:59,narendramodi,,171,1799,9474,"Farming Produce Trade and Commerce (Promotion and Facilitation) Ordinance, 2020 will pave the way for the creation of One India, One Agriculture Market. There are provisions which increase usage of technology and enable effective dispute resolution mechanisms.",,,,1268166793513721856,https://twitter.com/narendramodi/status/1268166793513721856
2020-06-03 13:04:59,narendramodi,,31,403,1371,"Farming Produce Trade and Commerce (Promotion and Facilitation) Ordinance, 2020 will nurture an eco-system where farmers as well as traders will have more flexibility. It would ensure barrier-free inter-state, intra-state trade and commerce even outside APMC notified markets.",,,,1268166791089360897,https://twitter.com/narendramodi/status/1268166791089360897
2020-06-03 13:04:58,narendramodi,,41,418,1396,"Amendment to the Essential Commodities Act will ensure better income for farmers. Furthermore, it would mean lesser regulatory influence, greater investment in food processing, cold storages and having modern supply chains.",,,,1268166788614742017,https://twitter.com/narendramodi/status/1268166788614742017
2020-06-03 13:00:34,narendramodi,,770,3715,22063,"Today’s Cabinet decisions will have a very positive impact on rural India, especially our industrious farmers. Long-pending agrarian reforms will enable the transformation of the sector.",,,,1268165679640801280,https://twitter.com/narendramodi/status/1268165679640801280
2020-06-03 12:56:15,narendramodi,,524,3214,18632,"सरकार के फैसलों से किसानों को उत्पादन से पहले ही मूल्य आश्वासन की भी गारंटी उपलब्ध होगी। कृषि सेवाओं के कॉन्ट्रैक्ट से न केवल किसानों को अत्याधुनिक जानकारी मिलेगी, बल्कि उन्हें तकनीक और पूंजी की सहायता भी मिलेगी। इसके जरिए अन्नदाताओं का सशक्तिकरण और संरक्षण भी संभव होगा।",,,,1268164593479606272,https://twitter.com/narendramodi/status/1268164593479606272
2020-06-03 12:56:14,narendramodi,,418,3302,19654,"सरकार के इन निर्णयों से न केवल अन्नदाताओं की आय बढ़ेगी, बल्कि आवश्यक वस्तु अधिनियम में संशोधन से कृषि क्षेत्र में भी आमूलचूल परिवर्तन आएगा। कृषि उत्पादों की खरीद-बिक्री की बाधाएं दूर होने से One India, One Agriculture Market का सपना साकार होगा।",,,,1268164591248306176,https://twitter.com/narendramodi/status/1268164591248306176
2020-06-03 12:55:52,narendramodi,,1556,6771,41415,"आज की कैबिनेट मीटिंग में कई बड़े और महत्वपूर्ण निर्णय किए गए। फसलों की खरीद-बिक्री को लेकर सभी बंदिशों को हटा दिया गया है, जिससे किसानों की दशकों पुरानी मांग पूरी हुई है। अब अन्नदाता देश में कहीं भी अपनी उपज को बेचने के लिए स्वतंत्र होगा।",,,,1268164497455198216,https://twitter.com/narendramodi/status/1268164497455198216
2020-06-02 15:49:47,narendramodi,,710,6738,49070,"The richness and depth of India-US consultations will remain an important pillar of the post-COVID global architecture.",,,,1267845879504842752,https://twitter.com/narendramodi/status/1267845879504842752
2020-06-02 15:49:47,narendramodi,,3796,16340,111962,"Had a warm and productive conversation with my friend President @realDonaldTrump. We discussed his plans for the US Presidency of G-7, the COVID-19 pandemic, and many other issues.",,@realDonaldTrump,,1267845876703129601,https://twitter.com/narendramodi/status/1267845876703129601
2020-06-02 11:15:38,narendramodi,,1134,4543,23923,"The world is looking for a trusted and reliable partner. India offers potential, strength and ability. The Government is committed to supporting Indian enterprises, which have the skills to become global forces.",,,,1267776884617523202,https://twitter.com/narendramodi/status/1267776884617523202
2020-06-02 11:15:20,narendramodi,,760,4321,25733,"MSME is the fuel that will power the success of Aatmanirbhar Bharat.",,,,1267776808994271232,https://twitter.com/narendramodi/status/1267776808994271232
2020-06-02 11:14:43,narendramodi,,561,3998,24623,"Harnessing the many opportunities India offers.",,,,1267776654044049409,https://twitter.com/narendramodi/status/1267776654044049409
2020-06-02 11:14:30,narendramodi,,369,3099,17480,"Embracing reforms in a systematic, planned manner, with a futuristic outlook.",,,,1267776602726789120,https://twitter.com/narendramodi/status/1267776602726789120
2020-06-02 11:14:03,narendramodi,,403,2682,14278,"Economic growth is our priority. Several decisions have been taken that will have short-term as well as long-term benefits for India’s growth trajectory.",,,,1267776486984933376,https://twitter.com/narendramodi/status/1267776486984933376
2020-06-02 11:13:01,narendramodi,,952,4211,24792,"Yes, we will definitely get our growth back! I have faith in India’s capabilities, crisis management systems, talent, technology, innovation, intellect, farmers, MSMEs and entrepreneurs.",,,,1267776228619988993,https://twitter.com/narendramodi/status/1267776228619988993
2020-06-02 09:09:54,narendramodi,,1017,5773,45691,"Took stock of the situation in the wake of cyclone conditions in parts of India’s western coast. Praying for everyone’s well-being. I urge people to take all possible precautions and safety measures.",,,,1267745243727687680,https://twitter.com/narendramodi/status/1267745243727687680
2020-06-02 05:30:27,narendramodi,,886,4432,19339,"Addressing the #CIIAnnualSession2020.",,,#CIIAnnualSession2020,1267690019612811264,https://twitter.com/narendramodi/status/1267690019612811264
2020-06-02 03:53:45,narendramodi,,777,3888,32978,"ఆంధ్రప్రదేశ్ రాష్ట్ర ప్రజలకు నా శుభాకాంక్షలు. కృషి మరియు పట్టుదల, ఈ సంస్కృతికి మారు పేరు. దేశ పురోభివృద్ధిలో ఈ రాష్ట్ర భూమిక ఎంతో గణనీయమైనది. ఈ రాష్ట్ర ప్రజల అన్ని ప్రయత్నాలూ విజయవంతం కావాలని ఆశిస్తున్నాను.",,,,1267665681169838082,https://twitter.com/narendramodi/status/1267665681169838082
2020-06-02 03:53:31,narendramodi,,427,3693,29517,"Best wishes to the people of Andhra Pradesh. Hardwork and courage are synonymous with the culture of this land. The state’s role in India’s growth is deeply valued. Wishing the citizens of the state the very best for their future endeavours.",,,,1267665625876279298,https://twitter.com/narendramodi/status/1267665625876279298
2020-06-02 03:52:50,narendramodi,,302,2725,19529,"తెలంగాణ ప్రజలకు రాష్ట్రావతరణ దిన శుభాకాంక్షలు. ఈ రాష్ట్ర ప్రజలు ఎన్నో క్షేత్రాలో తమ ప్రతిభను చాటుతున్నారు. దేశ ప్రగతిలో ఈ రాష్ట్రం ఓ ముఖ్య భూమిక పోషిస్తోంది. తెలంగాణ ప్రజల అభ్యున్నతి మరియు శ్రేయస్సుకై నేను ప్రార్ధిస్తున్నాను.",,,,1267665450093039616,https://twitter.com/narendramodi/status/1267665450093039616
2020-06-02 03:52:33,narendramodi,,366,3307,23320,"Greetings to the people of Telangana on their Statehood Day. People from this state are excelling in a wide range of sectors. This state is making valuable contributions to the growth trajectory of India. I pray for the progress and prosperity of the people of Telangana.",,,,1267665379809095681,https://twitter.com/narendramodi/status/1267665379809095681
2020-06-01 18:16:37,narendramodi,,918,4201,33102,"Anguished by the demise of Shri KN Lakshmanan Ji. He was at the forefront of serving the people of Tamil Nadu and expanding the BJP organisation there. His role in the anti-Emergency movement and participation in socio-cultural activities will always be remembered. Om Shanti.",,,,1267520443138756609,https://twitter.com/narendramodi/status/1267520443138756609
2020-06-01 16:27:24,narendramodi,,781,4173,34620,"In this difficult time of COVID-19 pandemic, wishing Armenian PM @NikolPashinyan and his family a speedy recovery. India stands with Armenia in the fight against COVID-19.",,@NikolPashinyan,,1267492956891746305,https://twitter.com/narendramodi/status/1267492956891746305
2020-06-01 14:00:56,narendramodi,,598,3695,17703,"Addressing a programme organised by SPIC MACAY.",,,,1267456099340312578,https://twitter.com/narendramodi/status/1267456099340312578
2020-06-01 13:20:15,narendramodi,,245,2215,11346,"PM Street Vendor's AtmaNirbhar Nidhi (PM SVANidhi) is a very special scheme. For the first time, our street vendors are a part of a livelihood programme. This scheme will ensure support for street vendors. It harnesses technology and emphasises on capacity building.",,,,1267445859307798528,https://twitter.com/narendramodi/status/1267445859307798528
2020-06-01 13:20:14,narendramodi,,225,2118,10935,"India will prosper when our farmers prosper. Our Government has fulfilled its promise to our hardworking farmers, of fixing the MSP at a level of at least 1.5 times of the cost of production. Care has also been taken towards improving the financial situation of our farmers.",,,,1267445857076432898,https://twitter.com/narendramodi/status/1267445857076432898
2020-06-01 13:20:14,narendramodi,,86,667,2559,"MSME sector is of great importance for us. Decisions taken for the MSME sector in today’s Cabinet meet will draw investments, ensure ‘Ease of Doing Business’, and easier availability of capital. Many entrepreneurs will gain from the revised definition of MSMEs.",,,,1267445854815703042,https://twitter.com/narendramodi/status/1267445854815703042
2020-06-01 13:18:15,narendramodi,,631,3652,20901,"As this Government enters its second year, the Cabinet took important decisions that will have a transformative impact on the MSME sector, our hardworking farmers and street vendors. Today’s decisions will ensure a better quality of life for them.",,,,1267445356448460800,https://twitter.com/narendramodi/status/1267445356448460800
